,time,tavg,tmin,tmax,prcp
9447,13-11-2015,19.3,17.0,24.6,14.2
9448,14-11-2015,20.2,16.1,24.8,0.0
9449,15-11-2015,19.1,20.9,24.8,0.0
9450,16-11-2015,19.6,17.1,21.7,8.9
9451,17-11-2015,19.6,18.2,21.7,10.9
9452,18-11-2015,20.7,18.9,23.2,1.0
9453,19-11-2015,21.7,19.5,24.6,14.5
9455,21-11-2015,21.9,19.6,26.4,14.2
9456,22-11-2015,21.2,22.9,25.5,1.0
9457,23-11-2015,21.3,18.9,25.1,5.1
9458,24-11-2015,21.2,18.4,25.4,15.7
9459,25-11-2015,21.4,17.5,27.5,0.0
9464,30-11-2015,22.0,19.7,26.3,3.0
9465,01-12-2015,21.1,22.4,23.8,0.3
9466,02-12-2015,21.0,19.6,23.9,1.0
9467,03-12-2015,21.4,18.9,24.9,2.8
9468,04-12-2015,21.9,18.0,27.8,0.5
9469,05-12-2015,22.2,17.9,27.8,0.0
9474,10-12-2015,21.4,19.4,24.3,0.3
9475,11-12-2015,22.7,18.6,28.7,0.0
9488,24-12-2015,22.1,17.3,29.3,107.4
9489,25-12-2015,21.8,16.3,29.3,0.0
9514,19-01-2016,21.6,17.8,28.4,0.5
9515,20-01-2016,21.2,19.4,25.9,0.5
9516,21-01-2016,22.6,19.0,28.8,4.3
9517,22-01-2016,21.1,18.2,28.7,0.0
9570,15-03-2016,26.3,25.9,34.4,0.0
9571,16-03-2016,27.3,21.6,33.6,12.7
9572,17-03-2016,27.8,22.9,34.2,6.6
9573,18-03-2016,28.6,23.9,34.0,0.0
9594,08-04-2016,28.8,23.1,36.3,5.1
9595,09-04-2016,28.7,24.5,35.3,0.0
9609,23-04-2016,30.6,25.4,37.4,0.0
9612,26-04-2016,29.1,22.8,37.1,0.3
9613,27-04-2016,29.7,23.4,36.0,0.0
9619,03-05-2016,29.9,24.5,36.6,0.0
9622,06-05-2016,25.1,21.6,35.5,1.5
9623,07-05-2016,27.2,21.0,34.6,31.0
9624,08-05-2016,25.7,22.9,33.7,0.0
9625,09-05-2016,27.4,21.0,34.0,4.8
9626,10-05-2016,27.6,23.4,34.0,0.0
9627,11-05-2016,27.8,22.7,34.0,0.0
9630,14-05-2016,28.9,23.5,34.6,0.0
9631,15-05-2016,28.8,24.6,35.1,0.0
9632,16-05-2016,27.0,23.8,34.5,0.0
9635,19-05-2016,24.6,19.3,30.0,30.2
9636,20-05-2016,25.3,19.6,30.0,34.3
9637,21-05-2016,26.1,21.2,33.0,0.0
9641,25-05-2016,27.6,22.8,34.0,0.0
9644,28-05-2016,25.7,22.9,32.6,6.6
9645,29-05-2016,23.9,19.9,33.2,14.5
9646,30-05-2016,25.7,21.7,31.6,0.0
9647,31-05-2016,25.3,22.2,31.2,0.8
9648,01-06-2016,25.4,21.6,32.8,1.8
9649,02-06-2016,24.5,21.0,33.3,0.0
9651,04-06-2016,24.7,20.6,31.7,4.6
9652,05-06-2016,24.1,21.7,30.4,0.0
9653,06-06-2016,25.4,21.7,30.8,7.1
9654,07-06-2016,25.7,21.6,31.4,47.8
9655,08-06-2016,24.5,22.0,30.9,0.0
9656,09-06-2016,24.6,21.4,30.4,5.1
9657,10-06-2016,23.8,21.7,30.2,0.0
9658,11-06-2016,24.3,21.0,29.7,0.8
9659,12-06-2016,24.1,20.8,29.6,0.5
9660,13-06-2016,22.5,20.3,29.6,1.0
9661,14-06-2016,23.5,20.1,29.2,15.7
9662,15-06-2016,23.7,20.8,29.2,1.0
9663,16-06-2016,23.7,20.2,29.9,14.0
9664,17-06-2016,24.3,20.9,29.4,11.7
9665,18-06-2016,24.4,21.0,28.8,0.0
9666,19-06-2016,23.7,20.8,28.2,1.3
9667,20-06-2016,23.3,20.0,29.9,1.3
9668,21-06-2016,22.7,20.4,28.5,3.3
9669,22-06-2016,22.5,20.0,27.8,0.3
9670,23-06-2016,21.6,19.8,27.6,24.9
9671,24-06-2016,22.0,19.4,27.8,2.3
9672,25-06-2016,21.2,19.3,27.5,8.9
9673,26-06-2016,23.3,19.7,28.8,3.0
9674,27-06-2016,22.5,20.8,28.2,0.0
9675,28-06-2016,22.6,20.6,27.2,8.6
9676,29-06-2016,21.3,20.3,26.3,4.6
9677,30-06-2016,22.6,20.3,24.8,4.3
9678,01-07-2016,23.3,20.2,29.0,0.0
9679,02-07-2016,23.8,19.9,28.2,0.8
9680,03-07-2016,23.6,20.2,28.8,0.0
9682,05-07-2016,23.3,20.8,28.0,0.3
9683,06-07-2016,22.9,20.8,27.2,0.0
9684,07-07-2016,23.6,20.3,27.6,7.1
9685,08-07-2016,22.7,20.6,27.4,0.0
9686,09-07-2016,22.1,20.2,26.4,0.0
9687,10-07-2016,22.8,20.1,27.8,1.5
9688,11-07-2016,23.1,20.4,27.2,0.0
9689,12-07-2016,23.0,20.5,27.6,0.0
9690,13-07-2016,23.8,20.1,28.1,0.0
9693,16-07-2016,24.6,20.6,29.8,2.5
9694,17-07-2016,23.6,20.5,30.1,11.2
9695,18-07-2016,23.7,21.0,28.1,0.3
9696,19-07-2016,22.9,20.0,28.3,0.0
9697,20-07-2016,22.5,20.1,28.4,3.3
9698,21-07-2016,21.9,19.6,27.7,23.1
9699,22-07-2016,21.8,19.5,27.2,7.9
9700,23-07-2016,22.2,19.6,27.0,0.5
9701,24-07-2016,23.4,20.4,27.5,0.5
9702,25-07-2016,23.9,20.4,30.0,0.0
9703,26-07-2016,23.3,20.1,30.3,32.5
9704,27-07-2016,24.1,20.7,29.1,24.9
9705,28-07-2016,22.9,19.4,29.4,38.1
9706,29-07-2016,21.1,19.8,27.6,41.9
9707,30-07-2016,21.2,20.1,25.8,1.5
9708,31-07-2016,22.4,19.4,26.8,10.4
9709,01-08-2016,22.2,19.8,27.0,0.0
9710,02-08-2016,22.8,19.3,28.5,0.0
9712,04-08-2016,22.4,19.4,25.6,0.0
9714,06-08-2016,23.2,19.6,28.1,0.0
9716,08-08-2016,23.5,20.0,28.2,0.0
9717,09-08-2016,23.8,20.5,27.8,0.0
9718,10-08-2016,23.9,20.2,29.3,0.0
9721,13-08-2016,24.0,20.6,29.0,0.8
9722,14-08-2016,22.9,20.0,28.2,0.0
9723,15-08-2016,23.5,19.5,28.8,4.3
9724,16-08-2016,22.8,20.2,29.2,1.5
9725,17-08-2016,22.9,19.9,27.9,7.6
9726,18-08-2016,23.8,20.1,28.2,0.3
9727,19-08-2016,23.9,20.3,29.0,0.3
9728,20-08-2016,24.5,20.4,30.2,0.0
9729,21-08-2016,24.3,20.4,30.1,1.8
9730,22-08-2016,24.3,21.3,30.6,4.3
9731,23-08-2016,24.3,20.9,30.0,6.6
9732,24-08-2016,24.6,20.8,30.6,0.8
9733,25-08-2016,23.1,21.0,29.3,0.0
9734,26-08-2016,23.8,19.9,28.6,15.2
9735,27-08-2016,23.2,21.2,28.7,0.3
9736,28-08-2016,23.2,20.8,28.1,0.0
9737,29-08-2016,23.4,20.9,27.4,0.0
9738,30-08-2016,23.3,21.0,27.3,0.5
9739,31-08-2016,22.4,20.3,27.2,33.5
9740,01-09-2016,23.2,20.0,26.2,2.8
9741,02-09-2016,22.6,20.2,26.6,0.0
9742,03-09-2016,23.7,20.4,28.0,0.0
9744,05-09-2016,22.6,19.3,26.8,3.3
9745,06-09-2016,22.0,18.8,26.9,0.0
9746,07-09-2016,23.1,18.8,28.2,0.0
9749,10-09-2016,24.4,20.0,28.8,1.5
9750,11-09-2016,23.2,20.0,29.7,10.4
9751,12-09-2016,22.8,20.5,27.6,1.0
9752,13-09-2016,23.5,20.5,27.5,0.0
9754,15-09-2016,22.9,20.5,28.6,0.8
9755,16-09-2016,23.1,20.3,28.5,12.7
9756,17-09-2016,23.2,20.2,27.7,0.0
9760,21-09-2016,22.7,20.4,27.4,0.3
9761,22-09-2016,23.3,19.7,28.3,0.5
9762,23-09-2016,22.2,19.8,28.5,0.0
9763,24-09-2016,21.7,19.6,25.2,4.1
9764,25-09-2016,22.6,19.8,25.8,0.3
9765,26-09-2016,24.2,20.5,28.9,0.0
9767,28-09-2016,24.2,21.6,29.3,3.8
9768,29-09-2016,24.4,21.4,29.4,0.0
9769,30-09-2016,24.5,20.5,29.4,0.8
9770,01-10-2016,23.2,19.6,29.7,0.0
9779,10-10-2016,24.0,19.5,30.4,1.3
9780,11-10-2016,24.1,20.0,30.8,0.0
9781,12-10-2016,24.2,20.3,31.8,7.9
9782,13-10-2016,23.6,20.1,29.3,2.5
9783,14-10-2016,24.8,21.0,29.4,0.0
9800,31-10-2016,24.5,20.1,30.7,0.0
9801,01-11-2016,23.7,20.8,30.6,0.0
9802,02-11-2016,24.1,20.1,29.1,1.5
9803,03-11-2016,25.2,20.9,30.7,0.0
9832,02-12-2016,20.9,18.0,26.9,3.3
9833,03-12-2016,21.1,18.9,26.9,4.3
9834,04-12-2016,22.8,19.0,27.9,0.0
9835,05-12-2016,23.4,19.6,29.0,0.0
9836,06-12-2016,22.0,18.2,29.4,0.0
9843,13-12-2016,18.8,17.7,25.0,60.7
9844,14-12-2016,20.3,18.6,23.3,4.3
9845,15-12-2016,21.8,17.9,26.8,0.0
9847,17-12-2016,22.4,18.0,27.6,0.3
9848,18-12-2016,22.3,16.8,28.4,0.0
9883,22-01-2017,23.3,16.8,29.1,0.0
9887,26-01-2017,21.9,18.3,29.2,0.0
9888,27-01-2017,22.1,19.7,26.0,0.3
9889,28-01-2017,22.7,20.0,26.7,0.0
9890,29-01-2017,23.7,19.2,29.0,0.0
9927,07-03-2017,26.2,21.5,33.1,8.4
9928,08-03-2017,25.6,21.1,33.8,36.8
9929,09-03-2017,26.7,21.2,32.1,0.0
9931,11-03-2017,27.2,21.0,33.5,0.0
9934,14-03-2017,25.1,22.0,34.0,0.0
9935,15-03-2017,25.3,20.8,30.4,0.0
9956,05-04-2017,27.3,21.2,36.1,0.0
9957,06-04-2017,27.8,22.4,35.5,3.6
9958,07-04-2017,28.5,22.5,35.5,0.5
9959,08-04-2017,30.1,24.5,35.6,0.0
9968,17-04-2017,25.7,22.2,36.2,0.5
9969,18-04-2017,28.5,20.6,35.0,15.0
9970,19-04-2017,28.9,23.5,35.6,0.0
9971,20-04-2017,26.6,22.8,35.7,0.3
9972,21-04-2017,26.8,21.7,35.2,1.0
9973,22-04-2017,28.6,22.8,34.8,0.0
9977,26-04-2017,28.7,22.5,37.0,1.0
9978,27-04-2017,29.1,24.0,35.6,0.0
9980,29-04-2017,25.6,21.8,35.3,1.3
9981,30-04-2017,28.3,20.1,35.6,6.1
9982,01-05-2017,26.8,20.5,35.6,1.0
9983,02-05-2017,27.6,22.3,35.1,0.0
9984,03-05-2017,28.1,23.3,34.2,0.0
9988,07-05-2017,27.3,20.9,35.8,0.0
9989,08-05-2017,26.9,20.8,37.0,1.0
9990,09-05-2017,26.0,21.9,33.2,0.0
9991,10-05-2017,27.0,21.5,33.2,0.0
9992,11-05-2017,26.9,22.0,34.4,0.0
9993,12-05-2017,27.6,23.0,32.5,1.8
9994,13-05-2017,28.1,23.8,33.0,0.0
9996,15-05-2017,27.1,21.8,35.0,2.5
9997,16-05-2017,29.2,23.5,34.8,0.0
9999,18-05-2017,26.0,19.8,34.5,9.9
10000,19-05-2017,26.2,19.4,35.5,20.1
10001,20-05-2017,26.8,20.9,34.4,0.0
10002,21-05-2017,26.1,19.9,35.1,40.9
10003,22-05-2017,25.7,23.2,32.0,0.0
10004,23-05-2017,26.7,19.4,32.9,28.7
10005,24-05-2017,26.4,20.5,33.5,13.0
10006,25-05-2017,27.6,21.9,34.0,0.0
10007,26-05-2017,26.2,20.9,33.3,0.0
10008,27-05-2017,23.1,20.0,33.1,83.3
10009,28-05-2017,24.8,20.0,30.0,39.9
10010,29-05-2017,25.5,21.3,29.7,0.0
10012,31-05-2017,24.9,20.8,31.2,0.0
10018,06-06-2017,25.8,21.8,32.0,0.0
10019,07-06-2017,23.9,21.7,31.2,0.0
10020,08-06-2017,25.0,21.5,28.9,0.8
10021,09-06-2017,23.3,21.1,29.6,0.0
10022,10-06-2017,23.9,20.7,28.1,8.6
10023,11-06-2017,23.4,20.8,27.9,0.0
10024,12-06-2017,22.3,20.2,28.3,1.8
10025,13-06-2017,24.2,20.7,29.2,1.0
10026,14-06-2017,25.8,22.0,30.9,1.0
10027,15-06-2017,25.1,21.5,31.2,0.0
10029,17-06-2017,23.1,19.4,28.4,23.1
10030,18-06-2017,23.8,20.2,29.3,0.0
10031,19-06-2017,23.4,20.0,29.0,3.6
10032,20-06-2017,24.1,21.0,28.0,0.0
10033,21-06-2017,24.6,20.8,29.8,0.3
10034,22-06-2017,24.4,20.5,29.5,0.0
10035,23-06-2017,24.9,19.4,30.6,0.8
10036,24-06-2017,24.4,21.0,30.5,0.0
10037,25-06-2017,23.8,20.6,29.4,0.0
10038,26-06-2017,24.0,20.4,29.0,0.0
10039,27-06-2017,23.6,20.4,30.6,0.0
10040,28-06-2017,24.3,20.3,29.8,0.0
10041,29-06-2017,24.3,20.4,29.1,0.0
10043,01-07-2017,24.6,19.3,29.2,0.0
10044,02-07-2017,25.2,20.5,30.3,0.0
10046,04-07-2017,23.7,20.4,28.7,3.8
10047,05-07-2017,23.2,20.0,29.6,2.3
10048,06-07-2017,23.7,20.2,29.2,10.2
10049,07-07-2017,23.2,20.5,29.3,5.1
10050,08-07-2017,23.3,20.4,27.4,0.0
10051,09-07-2017,24.5,20.2,30.3,0.0
10054,12-07-2017,23.7,21.0,29.5,0.0
10055,13-07-2017,22.8,20.0,28.5,1.5
10056,14-07-2017,22.9,20.0,25.9,0.0
10057,15-07-2017,22.2,20.2,27.2,0.0
10058,16-07-2017,23.2,19.7,28.4,0.0
10059,17-07-2017,23.8,20.0,28.8,0.0
10060,18-07-2017,22.8,20.7,28.3,0.0
10061,19-07-2017,22.2,20.6,26.6,0.0
10062,20-07-2017,23.6,20.6,29.1,9.4
10063,21-07-2017,23.8,19.7,28.7,0.8
10064,22-07-2017,24.8,20.0,30.8,0.0
10067,25-07-2017,25.2,20.5,30.3,0.0
10068,26-07-2017,25.4,20.5,30.5,0.0
10070,28-07-2017,24.7,21.0,31.1,11.9
10071,29-07-2017,24.7,20.6,31.3,10.7
10072,30-07-2017,25.2,21.3,30.7,0.0
10073,31-07-2017,24.9,22.0,30.7,1.3
10074,01-08-2017,25.2,21.4,30.5,8.4
10075,02-08-2017,25.1,21.6,31.5,1.8
10076,03-08-2017,24.3,20.3,31.2,0.0
10077,04-08-2017,23.8,20.3,29.5,0.0
10078,05-08-2017,24.4,21.3,29.5,0.0
10079,06-08-2017,24.8,21.3,29.5,0.0
10080,07-08-2017,25.7,21.2,30.2,0.0
10082,09-08-2017,23.7,21.9,31.3,1.0
10083,10-08-2017,23.9,20.7,27.5,13.0
10084,11-08-2017,23.5,19.8,28.0,4.1
10085,12-08-2017,23.6,20.5,28.2,16.5
10086,13-08-2017,23.3,21.2,27.6,0.0
10087,14-08-2017,24.7,21.6,28.8,0.0
10088,15-08-2017,22.6,19.2,28.3,128.8
10089,16-08-2017,23.0,20.0,27.4,30.5
10090,17-08-2017,23.2,19.8,28.5,26.4
10091,18-08-2017,23.2,20.4,29.2,7.9
10092,19-08-2017,22.6,20.3,28.9,5.3
10093,20-08-2017,22.3,20.3,28.6,13.2
10094,21-08-2017,23.6,20.3,28.8,3.3
10095,22-08-2017,23.4,20.2,28.0,0.0
10096,23-08-2017,24.0,20.6,28.0,10.9
10097,24-08-2017,23.0,20.6,28.6,42.4
10098,25-08-2017,22.8,20.5,26.8,31.8
10099,26-08-2017,23.8,20.8,29.8,0.3
10100,27-08-2017,22.3,21.0,28.5,0.3
10101,28-08-2017,22.8,20.5,26.5,6.1
10102,29-08-2017,22.4,20.5,26.2,0.0
10103,30-08-2017,24.5,21.1,29.7,0.0
10104,31-08-2017,24.8,21.0,29.9,0.0
10105,01-09-2017,23.7,19.8,30.6,71.9
10106,02-09-2017,22.5,20.8,27.8,33.0
10107,03-09-2017,23.2,19.9,27.3,21.8
10108,04-09-2017,24.7,18.7,29.8,56.9
10109,05-09-2017,24.8,19.9,30.2,2.5
10110,06-09-2017,23.0,19.8,29.8,15.5
10111,07-09-2017,24.1,21.3,28.5,6.6
10112,08-09-2017,23.2,19.8,29.3,1.3
10113,09-09-2017,23.6,20.0,28.2,68.3
10114,10-09-2017,24.1,20.3,28.0,66.0
10115,11-09-2017,24.8,21.9,27.8,0.0
10119,15-09-2017,23.7,21.0,31.1,2.3
10120,16-09-2017,23.7,20.8,29.4,0.0
10121,17-09-2017,21.3,19.8,29.4,17.3
10122,18-09-2017,22.6,19.3,27.3,0.5
10123,19-09-2017,23.1,20.4,28.3,0.0
10124,20-09-2017,23.2,19.4,28.8,0.0
10126,22-09-2017,24.3,20.5,28.4,0.0
10127,23-09-2017,25.6,20.6,29.4,0.0
10128,24-09-2017,24.2,20.9,30.5,0.0
10129,25-09-2017,22.8,19.4,29.0,54.4
10130,26-09-2017,23.8,19.8,27.6,9.1
10131,27-09-2017,21.9,20.0,28.1,55.9
10132,28-09-2017,22.5,19.4,26.8,1.8
10133,29-09-2017,22.7,20.3,26.2,0.5
10134,30-09-2017,22.7,20.4,27.0,15.2
10135,01-10-2017,23.1,20.3,28.6,0.5
10136,02-10-2017,23.3,19.4,28.4,46.0
10137,03-10-2017,24.9,20.6,28.8,0.0
10138,04-10-2017,24.3,20.5,29.3,0.0
10139,05-10-2017,22.0,20.1,29.6,18.5
10140,06-10-2017,23.1,20.7,28.8,76.7
10141,07-10-2017,23.7,21.2,29.0,14.5
10142,08-10-2017,24.6,21.3,28.8,48.0
10143,09-10-2017,24.8,21.5,29.0,2.0
10144,10-10-2017,24.5,19.6,29.3,9.1
10145,11-10-2017,23.8,20.2,29.9,5.3
10146,12-10-2017,23.2,20.5,30.7,22.4
10147,13-10-2017,22.9,20.5,27.5,68.1
10148,14-10-2017,22.1,20.4,27.6,34.0
10149,15-10-2017,22.3,19.6,26.8,40.4
10150,16-10-2017,22.4,19.8,26.0,0.0
10151,17-10-2017,23.1,20.9,26.8,0.0
10153,19-10-2017,23.7,20.1,29.8,0.0
10161,27-10-2017,23.9,20.2,28.1,0.0
10162,28-10-2017,23.9,19.8,30.0,0.0
10165,31-10-2017,22.2,19.4,26.7,0.0
10166,01-11-2017,21.7,19.9,25.0,0.0
10167,02-11-2017,22.9,18.8,26.8,0.3
10168,03-11-2017,23.2,19.3,27.8,0.0
10170,05-11-2017,21.5,19.3,25.6,2.0
10171,06-11-2017,21.7,19.7,25.4,3.3
10172,07-11-2017,21.5,18.9,25.6,1.5
10173,08-11-2017,22.0,18.3,26.0,13.5
10174,09-11-2017,22.5,18.6,27.0,0.0
10182,17-11-2017,23.8,21.3,29.2,0.0
10195,30-11-2017,21.3,19.3,27.6,0.0
10196,01-12-2017,19.8,18.4,24.7,10.7
10197,02-12-2017,19.8,18.2,22.2,8.9
10198,03-12-2017,20.8,18.3,24.2,0.0
10208,13-12-2017,22.7,18.1,28.1,0.0
10265,08-02-2018,23.3,19.2,30.0,1.5
10266,09-02-2018,24.4,19.7,30.6,0.0
10267,10-02-2018,24.2,19.7,31.6,1.5
10268,11-02-2018,24.0,17.7,30.7,0.0
10299,14-03-2018,26.5,22.4,31.6,0.0
10300,15-03-2018,25.8,21.9,32.1,0.0
10301,16-03-2018,24.1,19.8,32.5,31.0
10302,17-03-2018,23.7,18.9,32.0,0.0
10303,18-03-2018,24.7,20.3,29.1,0.0
10315,30-03-2018,25.7,21.4,34.0,0.0
10316,31-03-2018,25.9,21.1,34.8,3.3
10317,01-04-2018,27.6,21.2,33.2,0.0
10319,03-04-2018,26.1,19.8,33.1,13.7
10320,04-04-2018,26.2,21.4,31.5,0.0
10333,17-04-2018,28.2,22.3,34.6,11.7
10334,18-04-2018,29.0,23.5,34.9,0.0
10337,21-04-2018,28.2,22.2,34.8,19.1
10338,22-04-2018,26.1,23.4,34.8,0.0
10339,23-04-2018,27.2,22.0,33.8,4.8
10340,24-04-2018,25.1,22.4,34.2,0.0
10341,25-04-2018,26.6,22.2,34.0,3.8
10342,26-04-2018,27.2,22.8,34.4,0.5
10343,27-04-2018,28.3,22.0,34.7,0.5
10344,28-04-2018,27.7,22.5,34.2,0.0
10346,30-04-2018,27.0,23.2,34.9,0.3
10347,01-05-2018,26.9,21.4,35.2,5.6
10348,02-05-2018,26.5,23.3,33.0,0.0
10349,03-05-2018,25.9,18.9,34.0,0.8
10350,04-05-2018,26.1,19.2,33.2,39.4
10351,05-05-2018,27.0,23.1,32.0,0.0
10355,09-05-2018,27.2,21.8,32.8,0.0
10358,12-05-2018,25.7,19.8,32.2,34.3
10359,13-05-2018,24.9,20.8,32.0,0.0
10360,14-05-2018,23.8,21.0,32.0,17.8
10361,15-05-2018,24.8,20.6,31.4,16.5
10362,16-05-2018,26.2,20.7,32.4,4.3
10363,17-05-2018,26.7,21.9,31.0,0.0
10365,19-05-2018,25.9,21.4,32.8,19.1
10366,20-05-2018,25.2,20.5,32.4,8.6
10367,21-05-2018,24.0,21.6,32.4,0.0
10368,22-05-2018,26.3,20.5,31.8,9.4
10370,24-05-2018,26.3,20.4,31.9,24.9
10371,25-05-2018,23.5,21.9,32.0,33.0
10372,26-05-2018,25.0,21.1,29.8,14.0
10373,27-05-2018,26.0,22.2,30.8,0.0
10374,28-05-2018,26.3,22.3,32.0,0.0
10376,30-05-2018,24.5,20.9,30.5,0.0
10377,31-05-2018,25.6,20.9,29.7,10.4
10378,01-06-2018,24.4,21.9,30.3,0.0
10379,02-06-2018,23.8,20.9,31.0,1.5
10380,03-06-2018,23.7,20.8,30.3,1.8
10381,04-06-2018,23.8,21.0,30.4,6.1
10382,05-06-2018,24.8,21.2,30.0,0.0
10383,06-06-2018,25.6,21.9,29.7,0.0
10384,07-06-2018,23.9,21.7,30.1,0.0
10385,08-06-2018,23.3,21.0,29.0,0.0
10386,09-06-2018,22.0,20.7,25.8,3.8
10387,10-06-2018,22.7,20.5,27.0,1.3
10388,11-06-2018,23.7,21.0,26.9,2.0
10391,14-06-2018,23.2,21.0,27.9,0.0
10392,15-06-2018,23.8,20.5,31.2,3.0
10393,16-06-2018,24.1,20.1,31.0,5.6
10394,17-06-2018,23.6,20.9,30.0,0.0
10396,19-06-2018,23.8,20.1,28.9,7.1
10397,20-06-2018,23.4,20.7,29.1,0.0
10399,22-06-2018,23.2,19.7,28.0,0.0
10400,23-06-2018,22.5,20.3,28.0,1.0
10401,24-06-2018,23.2,19.7,27.8,12.2
10402,25-06-2018,23.5,20.1,27.8,0.0
10403,26-06-2018,23.1,20.2,28.1,0.0
10405,28-06-2018,22.4,20.0,26.2,4.6
10406,29-06-2018,23.1,20.1,28.2,0.0
10407,30-06-2018,23.8,19.5,29.3,0.0
10408,01-07-2018,24.2,20.6,29.5,0.5
10409,02-07-2018,24.8,20.9,30.7,0.0
10410,03-07-2018,24.4,20.7,30.2,0.5
10411,04-07-2018,24.1,20.5,29.0,0.0
10414,07-07-2018,22.9,20.5,26.3,0.3
10415,08-07-2018,22.4,20.3,26.4,0.0
10416,09-07-2018,22.8,20.7,26.4,1.0
10417,10-07-2018,22.7,20.6,26.9,2.0
10418,11-07-2018,22.5,20.3,27.0,32.3
10419,12-07-2018,22.8,20.1,27.3,4.3
10420,13-07-2018,22.2,20.5,27.4,0.0
10421,14-07-2018,22.4,20.3,26.5,4.6
10422,15-07-2018,23.6,20.4,28.2,1.8
10423,16-07-2018,22.2,20.2,28.4,0.0
10424,17-07-2018,22.5,19.2,26.2,1.5
10425,18-07-2018,23.8,19.7,29.2,0.0
10427,20-07-2018,23.0,20.4,27.0,0.0
10428,21-07-2018,22.7,20.3,26.9,0.0
10429,22-07-2018,23.6,20.3,28.9,0.3
10430,23-07-2018,22.7,20.2,28.3,0.0
10431,24-07-2018,23.1,20.3,28.6,14.2
10432,25-07-2018,23.3,20.2,28.2,2.0
10433,26-07-2018,23.7,20.6,28.8,0.8
10434,27-07-2018,23.3,20.5,27.3,0.0
10435,28-07-2018,23.5,20.0,27.3,0.3
10436,29-07-2018,23.8,20.7,27.4,11.9
10437,30-07-2018,23.8,20.5,27.8,0.5
10438,31-07-2018,23.1,20.3,28.3,4.8
10439,01-08-2018,21.9,19.4,27.2,5.3
10440,02-08-2018,23.6,18.7,29.4,15.0
10441,03-08-2018,23.3,20.8,28.6,0.0
10442,04-08-2018,22.8,20.1,28.8,2.5
10443,05-08-2018,23.8,20.3,27.8,0.0
10444,06-08-2018,22.7,20.2,28.1,0.5
10445,07-08-2018,21.9,19.7,27.7,11.4
10446,08-08-2018,22.0,20.0,25.4,3.6
10447,09-08-2018,23.4,20.2,28.7,8.9
10448,10-08-2018,22.7,20.5,28.2,0.0
10449,11-08-2018,21.9,20.0,26.5,1.8
10450,12-08-2018,21.5,19.9,25.6,2.3
10451,13-08-2018,21.7,19.4,24.6,3.3
10452,14-08-2018,21.9,19.6,26.9,1.0
10453,15-08-2018,22.2,20.1,25.7,6.4
10454,16-08-2018,22.4,20.2,25.7,10.7
10455,17-08-2018,23.2,20.3,28.3,0.5
10456,18-08-2018,23.4,20.0,27.5,0.0
10457,19-08-2018,23.3,20.7,27.4,0.0
10458,20-08-2018,22.8,20.2,27.3,0.0
10459,21-08-2018,23.3,19.7,28.9,0.0
10460,22-08-2018,23.7,19.7,28.2,0.0
10461,23-08-2018,23.3,20.5,28.0,0.0
10462,24-08-2018,22.4,19.9,28.8,3.3
10463,25-08-2018,23.7,19.8,29.5,41.7
10464,26-08-2018,22.4,19.9,28.5,0.0
10465,27-08-2018,21.9,19.5,28.3,8.4
10466,28-08-2018,22.6,19.6,27.6,0.5
10467,29-08-2018,22.9,20.0,28.0,8.4
10468,30-08-2018,23.3,20.3,28.2,3.0
10469,31-08-2018,23.3,20.3,28.8,19.8
10470,01-09-2018,23.7,20.0,28.3,0.0
10471,02-09-2018,23.7,20.3,28.2,0.3
10472,03-09-2018,24.7,19.7,29.3,0.0
10476,07-09-2018,24.4,20.3,29.2,0.0
10477,08-09-2018,24.3,20.1,29.1,0.0
10478,09-09-2018,25.7,20.5,30.3,0.0
10480,11-09-2018,25.3,21.7,30.8,0.0
10481,12-09-2018,25.9,20.9,31.1,0.0
10483,14-09-2018,24.8,20.4,30.3,2.0
10484,15-09-2018,23.2,20.1,31.7,9.9
10485,16-09-2018,23.3,20.5,30.3,6.4
10490,21-09-2018,23.5,20.0,28.4,7.6
10491,22-09-2018,23.9,18.4,28.2,0.0
10493,24-09-2018,22.6,18.9,28.9,53.1
10494,25-09-2018,23.5,19.3,29.3,25.4
10495,26-09-2018,24.4,20.4,29.7,0.3
10496,27-09-2018,23.7,19.9,30.3,32.3
10497,28-09-2018,25.1,21.3,29.5,1.3
10498,29-09-2018,25.3,21.4,29.9,4.3
10499,30-09-2018,25.4,21.8,30.2,0.0
10500,01-10-2018,25.5,21.6,30.9,0.3
10501,02-10-2018,24.9,21.3,30.3,0.0
10502,03-10-2018,24.1,21.6,30.4,0.3
10503,04-10-2018,21.8,20.9,30.6,27.7
10504,05-10-2018,23.0,20.6,25.9,10.2
10505,06-10-2018,22.5,20.4,26.4,2.5
10506,07-10-2018,24.3,20.2,28.4,7.9
10507,08-10-2018,24.1,20.8,29.5,0.0
10508,09-10-2018,24.3,20.6,29.5,4.3
10509,10-10-2018,24.0,19.1,30.0,0.0
10514,15-10-2018,23.4,20.1,29.8,3.8
10515,16-10-2018,24.3,20.7,29.0,5.1
10516,17-10-2018,22.4,19.4,29.3,0.0
10517,18-10-2018,23.1,18.9,28.5,48.8
10518,19-10-2018,23.9,20.2,28.7,1.0
10519,20-10-2018,23.8,19.7,29.3,0.0
10533,03-11-2018,22.8,19.6,27.7,0.5
10534,04-11-2018,23.5,18.8,28.1,4.6
